dataset_name	hyperparameter_setting	n_hidden_layer	n_feature	n_hidden_module	n_hidden_neuron	n_training	n_testing	training_total_loss	training_root_loss	training_auxiliary_loss	training_auc	training_auc_ci	training_bac	training_bac_ci	training_f1	training_f1_ci	testing_total_loss	testing_root_loss	testing_auxiliary_loss	testing_auc	testing_auc_ci	testing_bac	testing_bac_ci	testing_f1	testing_f1_ci
combined_tox21-ar-mda-kb2-luc-antagonist-p2_300	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	300	150,59,31,16,7,4,2,1	951,504,330,191,88,67,37,20	872	218	2.39229	0.44137	3.90184	0.65887	0.02874	0.56538	0.01891	0.23232	0.05925	2.56987	0.52808	4.08357	0.53063	0.0706	0.48857	0.00712	0	0
combined_tox21-ar-mda-kb2-luc-antagonist-p2_300	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	300	170,67,36,19,9,5,3,2,1,1,1	1090,571,380,216,105,69,45,34,17,18,20	872	218	3.11542	0.42994	5.37096	0.66959	0.02989	0.60419	0.02249	0.34821	0.05853	3.33135	0.5277	5.60729	0.5802	0.06987	0.52346	0.03125	0.12	0.10345
combined_tox21-ar-mda-kb2-luc-antagonist-p2_300	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	300	163,75,35,18,5,4,2,1,1,1,1	947,585,357,209,60,60,28,14,17,18,20	872	218	3.1095	0.42592	5.36717	0.69219	0.03149	0.62072	0.02526	0.38983	0.05949	3.4123	0.59097	5.64266	0.58246	0.07071	0.56445	0.04661	0.2623	0.11497
combined_tox21-ar-mda-kb2-luc-antagonist-p2_300	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	300	161,79,45,25,9,5,2,2,1,1,1	949,630,473,285,100,70,27,34,17,18,20	872	218	3.11679	0.42864	5.3763	0.69575	0.02885	0.60275	0.02192	0.34389	0.05774	3.32054	0.52365	5.59378	0.61648	0.06775	0.52937	0.03587	0.15094	0.09264
combined_tox21-ar-mda-kb2-luc-antagonist-p2_300	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	300	214,93,49,26,10,6,3,2,1,1,1	1301,756,511,299,117,88,45,34,17,18,20	872	218	3.10263	0.42091	5.36343	0.68387	0.03102	0.60706	0.02326	0.35556	0.05952	3.4156	0.57404	5.68312	0.53435	0.07556	0.51203	0.03231	0.11111	0.09375
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	400	55,16,4,1,1,1,1	395,155,43,15,19,20,20	872	218	2.1331	0.45974	3.34672	0.60404	0.02882	0.56179	0.01968	0.22222	0.06038	2.43326	0.57086	3.7248	0.46937	0.07102	0.48877	0.01957	0.03846	0.03571
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	400	61,21,14,8,5,2,1,1	423,211,155,91,57,29,18,20	872	218	2.40582	0.45352	3.9046	0.62305	0.02828	0.56682	0.02013	0.23881	0.06125	2.5671	0.53574	4.06272	0.50252	0.06077	0.49429	0.00481	0	0
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	400	60,29,13,7,1,1	300,215,136,88,13,20	872	218	1.94955	0.47229	2.95453	0.60635	0.03068	0.5	0	0	0	1.98378	0.49321	2.98113	0.54691	0.06385	0.5	0	0	0
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	101,42,19,11,3,2,1,1,1,1,1	561,332,195,124,31,23,10,14,17,18,20	872	218	3.12711	0.43536	5.38349	0.65278	0.02938	0.60132	0.02292	0.34081	0.05952	3.401	0.57838	5.64525	0.55874	0.06593	0.53243	0.04038	0.17544	0.10572
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	400	116,37,18,9,6,3,2,1	790,355,196,105,75,47,37,20	872	218	2.35772	0.43064	3.85415	0.64474	0.03123	0.58981	0.02202	0.30622	0.06218	2.6412	0.56537	4.15168	0.55993	0.06742	0.49449	0.01769	0.04	0.03846
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	400	115,45,17,8,2,2,1	672,362,177,102,31,39,19	872	218	2.11652	0.43215	3.36874	0.65905	0.03055	0.59195	0.02165	0.31068	0.06192	2.473	0.61535	3.71531	0.53309	0.06684	0.48	0.01053	0	0
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	156,58,23,12,4,3,2,1,1,1,1	922,473,233,138,48,41,28,14,17,18,20	872	218	3.15381	0.44812	5.41138	0.62988	0.03202	0.58766	0.02128	0.30415	0.05788	3.26255	0.5111	5.5029	0.5408	0.07086	0.50611	0.02631	0.07843	0.07143
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	400	121,50,27,15,6,3,1,1	720,424,289,177,70,49,18,20	872	218	2.4023	0.44516	3.91427	0.66885	0.03051	0.55604	0.0202	0.20408	0.06341	2.52774	0.50879	4.0379	0.57429	0.06782	0.50306	0.01569	0.04255	0.04
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	161,62,33,19,8,4,2,2,1,1,1	965,526,349,214,88,51,27,34,17,18,20	872	218	3.1133	0.42945	5.36771	0.6761	0.03156	0.60994	0.02371	0.36283	0.06021	3.32393	0.53247	5.58293	0.54186	0.07358	0.51774	0.03284	0.11538	0.09677
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	160,71,32,18,4,3,1,1,1,1,1	844,542,326,207,43,42,10,14,17,18,20	872	218	3.13964	0.43073	5.41783	0.7002	0.02887	0.59773	0.02286	0.33184	0.05869	3.26828	0.50885	5.51887	0.64492	0.06047	0.53528	0.03836	0.17857	0.10483
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	400	176,66,31,16,7,4,2,1	1087,568,330,191,88,67,37,20	872	218	2.37397	0.42867	3.89059	0.67931	0.03253	0.59916	0.02348	0.33484	0.06156	2.6631	0.58334	4.15951	0.5198	0.07234	0.48877	0.01905	0.03846	0.03571
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	216,78,37,20,9,5,3,2,1,1,1	1326,667,387,228,105,69,45,34,17,18,20	872	218	3.11513	0.42862	5.37301	0.67242	0.03167	0.60994	0.02422	0.36283	0.06114	3.30112	0.52902	5.54419	0.51708	0.07516	0.50897	0.02561	0.08	0.07143
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	215,87,36,19,5,4,2,1,1,1,1	1205,683,364,221,60,60,28,14,17,18,20	872	218	3.13405	0.43656	5.39498	0.69675	0.03076	0.597	0.02102	0.32877	0.05646	3.32896	0.54193	5.57407	0.56399	0.06766	0.51774	0.03319	0.11538	0.1
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	220,91,46,26,9,5,2,2,1,1,1	1248,736,480,297,100,70,27,34,17,18,20	872	218	3.10256	0.42235	5.36041	0.71136	0.0305	0.64156	0.0262	0.43725	0.05766	3.3833	0.54839	5.66981	0.59488	0.07335	0.53814	0.03856	0.18182	0.10859
combined_tox21-ar-mda-kb2-luc-antagonist-p2_400	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	400	275,107,50,27,10,6,3,2,1,1,1	1609,877,518,311,117,88,45,34,17,18,20	872	218	3.11729	0.42489	5.3848	0.69623	0.03166	0.61856	0.02378	0.38428	0.05859	3.36688	0.55037	5.63301	0.56578	0.07001	0.50897	0.0251	0.08	0.07143
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	500	58,16,4,1,1,1,1	402,155,43,15,19,20,20	872	218	2.12417	0.45534	3.33766	0.62747	0.03011	0.56251	0.01905	0.22772	0.05718	2.45052	0.58142	3.73819	0.49342	0.07068	0.4802	0.0213	0.03636	0.03448
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	500	69,22,15,8,5,2,1,1	469,219,163,91,57,29,18,20	872	218	2.38093	0.44379	3.87429	0.65171	0.02911	0.57112	0.0203	0.25	0.0621	2.55615	0.52954	4.05321	0.60359	0.06701	0.50591	0.01425	0.04348	0.04167
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	500	73,32,14,7,1,1	345,229,141,88,13,20	872	218	1.94152	0.4668	2.94943	0.61164	0.02951	0.55677	0.01991	0.21463	0.06076	1.97636	0.48776	2.97721	0.5889	0.06012	0.51468	0.02507	0.08333	0.07407
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	109,46,21,12,3,2,1,1,1,1,1	603,357,212,134,31,23,10,14,17,18,20	872	218	3.12749	0.43686	5.38125	0.66937	0.03148	0.60778	0.02264	0.35714	0.05801	3.31066	0.5379	5.54551	0.61449	0.06748	0.52937	0.0344	0.15094	0.0918
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	500	127,38,19,9,6,3,2,1	843,363,204,105,75,47,37,20	872	218	2.38837	0.44456	3.88761	0.65466	0.03188	0.57112	0.0206	0.25	0.06312	2.56787	0.53439	4.06696	0.59442	0.06978	0.48857	0.00719	0	0
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	500	131,48,18,8,2,2,1	724,376,182,102,31,39,19	872	218	2.13358	0.44055	3.38606	0.64906	0.03396	0.56466	0.01869	0.23116	0.05811	2.34093	0.54448	3.59289	0.57415	0.0697	0.49449	0.01763	0.04	0.03704
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	167,62,25,13,4,3,2,1,1,1,1	971,498,250,148,48,41,28,14,17,18,20	872	218	3.10698	0.42915	5.35567	0.65379	0.03204	0.61497	0.02473	0.37555	0.06108	3.44323	0.61307	5.66033	0.54671	0.07674	0.51508	0.0358	0.13793	0.08408
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	500	142,54,29,15,6,3,1,1	811,446,302,177,70,49,18,20	872	218	2.38571	0.44094	3.88955	0.64552	0.03417	0.56825	0.02006	0.24121	0.06161	2.55292	0.51873	4.06838	0.54	0.0768	0.50591	0.01467	0.04348	0.04167
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	176,67,36,20,8,4,2,2,1,1,1	1044,559,374,224,88,51,27,34,17,18,20	872	218	3.14904	0.44248	5.41311	0.66232	0.03332	0.58838	0.0217	0.30556	0.05934	3.29005	0.52013	5.53984	0.56518	0.07131	0.5206	0.03202	0.11765	0.1
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	181,78,35,19,4,3,1,1,1,1,1	931,580,348,217,43,42,10,14,17,18,20	872	218	3.12442	0.42575	5.39733	0.70321	0.03055	0.597	0.02183	0.32877	0.05737	3.32425	0.54217	5.56415	0.62797	0.06869	0.52651	0.03617	0.14815	0.09419
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	8	500	200,70,33,16,7,4,2,1	1185,590,343,191,88,67,37,20	872	218	2.37213	0.43318	3.8779	0.67753	0.03286	0.57544	0.02122	0.26471	0.06373	2.57256	0.54295	4.05921	0.66146	0.07093	0.49734	0.01736	0.04082	0.03846
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	234,83,40,21,9,5,3,2,1,1,1	1412,700,412,238,105,69,45,34,17,18,20	872	218	3.10729	0.42974	5.3551	0.69121	0.03305	0.60132	0.02328	0.34081	0.06007	3.32195	0.52602	5.59188	0.57169	0.07718	0.52937	0.03427	0.15094	0.0918
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	239,94,39,20,5,4,2,1,1,1,1	1299,721,386,231,60,60,28,14,17,18,20	872	218	3.09207	0.41557	5.35299	0.68818	0.03215	0.60635	0.02315	0.35398	0.05856	3.39637	0.58017	5.63239	0.50073	0.0805	0.51794	0.03492	0.14035	0.08726
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	248,99,50,27,9,5,2,2,1,1,1	1372,782,510,307,100,70,27,34,17,18,20	872	218	3.09933	0.42262	5.35343	0.71358	0.03084	0.64229	0.02641	0.43825	0.05537	3.3619	0.55886	5.60609	0.57674	0.07728	0.5412	0.04099	0.20339	0.09872
combined_tox21-ar-mda-kb2-luc-antagonist-p2_500	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	11	500	306,115,54,28,10,6,3,2,1,1,1	1740,923,548,321,117,88,45,34,17,18,20	872	218	3.10545	0.41929	5.37232	0.71507	0.03228	0.61353	0.02395	0.37168	0.06092	3.28524	0.51265	5.54518	0.62605	0.06779	0.51488	0.03171	0.11321	0.09677
combined_tox21-are-bla-p1_100	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	33,10,3,1,1,1	243,104,37,19,20,20	872	218	2.08351	0.51964	3.12774	0.52593	0.01718	0.5	0	0	0	2.08011	0.51798	3.12425	0.51555	0.04121	0.5	0	0	0
combined_tox21-are-bla-p1_100	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	19,7,3,1,1,1	131,69,43,16,17,20	872	218	2.07072	0.51246	3.11651	0.51875	0.01614	0.5133	0.00875	0.05181	0.03326	2.21219	0.6072	3.20998	0.48737	0.03974	0.4883	0.00742	0	0
combined_tox21-are-bla-p1_100	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	31,14,7,4,2,1	115,122,69,49,30,20	872	218	2.08208	0.51922	3.12572	0.52352	0.01995	0.5	0	0	0	2.09275	0.52281	3.13988	0.51306	0.03339	0.5	0	0	0
combined_tox21-are-bla-p1_100	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	27,15,11,5,1,1	162,126,128,70,18,20	872	218	2.0423	0.49683	3.09095	0.5818	0.02254	0.55699	0.01878	0.22124	0.05398	2.14667	0.55975	3.17384	0.49347	0.04271	0.50187	0.01474	0.03922	0.03571
combined_tox21-are-bla-p1_100	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	52,17,6,2,2,2	357,167,78,34,35,39	872	218	2.07607	0.51618	3.11979	0.53369	0.01869	0.50991	0.00716	0.04145	0.02638	2.08547	0.52829	3.11437	0.51512	0.0418	0.4883	0.00742	0	0
combined_tox21-are-bla-p1_100	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	64,24,10,5,3,2	344,223,104,67,49,39	872	218	2.08117	0.51864	3.12505	0.52943	0.02224	0.5	0	0	0	2.07885	0.51738	3.12294	0.51064	0.03883	0.5	0	0	0
combined_tox21-are-bla-p1_100	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	60,25,14,6,2,2	384,221,162,87,36,38	872	218	2.05411	0.50034	3.10753	0.5803	0.02347	0.54708	0.01717	0.19005	0.05102	2.08826	0.52483	3.12684	0.5074	0.04255	0.50771	0.01204	0.04082	0.03846
combined_tox21-are-bla-p1_100	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	50,21,10,5,3,2	245,189,112,65,46,40	872	218	2.07893	0.51731	3.12323	0.53692	0.01997	0.50266	0.00231	0.01058	0.00917	2.09088	0.52351	3.13474	0.4939	0.03902	0.5	0	0	0
combined_tox21-are-bla-p1_100	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	46,22,14,6,2,2	289,194,170,86,35,40	872	218	2.04583	0.49433	3.103	0.57841	0.02342	0.55506	0.01875	0.21429	0.05621	2.15458	0.5762	3.15675	0.48289	0.04754	0.49602	0.01668	0.03774	0.03448
combined_tox21-are-bla-p1_100	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	58,29,18,9,3,2	275,245,195,117,46,39	872	218	2.05364	0.49924	3.1088	0.58092	0.02516	0.54974	0.01801	0.1982	0.05376	2.11169	0.53931	3.14475	0.47474	0.05026	0.50187	0.01474	0.03922	0.03571
combined_tox21-are-bla-p1_100	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	83,31,13,6,4,3	471,287,147,83,64,59	872	218	2.08033	0.51711	3.12645	0.53275	0.02217	0.50193	0.0028	0.01053	0.00909	2.07971	0.51721	3.125	0.54243	0.03966	0.5	0	0	0
combined_tox21-are-bla-p1_100	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	79,32,17,7,3,3	511,289,204,103,53,58	872	218	2.05444	0.49817	3.11253	0.58849	0.02274	0.54974	0.01801	0.1982	0.05376	2.08825	0.52507	3.12637	0.50485	0.04833	0.50771	0.01204	0.04082	0.03846
combined_tox21-are-bla-p1_100	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	91,39,21,10,4,3	497,340,229,134,64,57	872	218	2.0534	0.49752	3.11176	0.59025	0.02573	0.54708	0.01794	0.19005	0.05305	2.08772	0.5225	3.13045	0.47051	0.04904	0.50771	0.01204	0.04082	0.03846
combined_tox21-are-bla-p1_100	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	77,36,21,10,4,3	402,313,237,133,63,59	872	218	2.05434	0.49684	3.11501	0.5807	0.02545	0.55506	0.01875	0.21429	0.05621	2.13773	0.56648	3.1425	0.43468	0.05105	0.49602	0.01668	0.03774	0.03448
combined_tox21-are-bla-p1_100	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	100	110,46,24,11,5,4	624,408,271,150,81,77	872	218	2.05333	0.49491	3.11684	0.57561	0.02719	0.55506	0.01875	0.21429	0.05621	2.11495	0.54966	3.13057	0.4791	0.04601	0.49602	0.01668	0.03774	0.03448
combined_tox21-are-bla-p1_200	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	46,11,4,1,1,1,1	341,107,43,15,19,20,20	872	218	2.34165	0.51865	3.646	0.53686	0.01835	0.5	0	0	0	2.33689	0.51807	3.63763	0.52345	0.03771	0.5	0	0	0
combined_tox21-are-bla-p1_200	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	39,15,7,5,2,1,1	253,149,72,64,29,18,20	872	218	2.33813	0.51856	3.63913	0.52452	0.01823	0.5	0	0	0	2.35429	0.52337	3.66184	0.50778	0.03958	0.5	0	0	0
combined_tox21-are-bla-p1_200	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	200	43,22,10,5,2,1	168,163,102,59,30,20	872	218	2.07803	0.51771	3.12064	0.5363	0.02078	0.5	0	0	0	2.08204	0.51778	3.12851	0.51138	0.03559	0.5	0	0	0
combined_tox21-are-bla-p1_200	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	48,27,15,7,1,1,1	272,228,163,95,17,18,20	872	218	2.29878	0.49576	3.60605	0.57075	0.02493	0.55845	0.0192	0.22321	0.05522	2.37783	0.54316	3.66934	0.46933	0.04593	0.50479	0.01369	0.04	0.03704
combined_tox21-are-bla-p1_200	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	85,26,11,6,3,2,2	568,249,113,78,47,36,39	872	218	2.33809	0.51737	3.64145	0.53802	0.02069	0.50193	0.0028	0.01053	0.00909	2.34861	0.52397	3.64929	0.50404	0.03942	0.49708	0.0025	0	0
combined_tox21-are-bla-p1_200	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	89,33,14,6,3,2,1	486,266,143,73,48,39,19	872	218	2.33304	0.51415	3.63778	0.54593	0.02352	0.51523	0.00899	0.06154	0.03285	2.3292	0.51274	3.63292	0.52669	0.03861	0.5	0	0	0
combined_tox21-are-bla-p1_200	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	94,38,19,8,2,2,2	582,326,201,109,34,36,38	872	218	2.3019	0.49322	3.61736	0.57622	0.02454	0.56231	0.01894	0.23684	0.05433	2.36285	0.53084	3.66403	0.4804	0.04871	0.51835	0.02085	0.08	0.06897
combined_tox21-are-bla-p1_200	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	82,37,17,10,4,2,1	419,310,173,123,58,38,20	872	218	2.33747	0.51803	3.63887	0.54512	0.02379	0.5	0	0	0	2.35126	0.52203	3.65847	0.50883	0.04253	0.5	0	0	0
combined_tox21-are-bla-p1_200	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	87,42,22,12,3,2,2	519,375,235,159,45,35,40	872	218	2.304	0.4932	3.62161	0.59421	0.02485	0.55433	0.01847	0.21333	0.053	2.39225	0.55446	3.67557	0.50622	0.04883	0.49602	0.01679	0.03774	0.03448
combined_tox21-are-bla-p1_200	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	91,49,25,12,3,2,1	435,387,261,152,45,37,20	872	218	2.29564	0.49155	3.60818	0.5922	0.0274	0.55965	0.01841	0.22907	0.05325	2.41572	0.56535	3.70074	0.49029	0.04887	0.50187	0.01474	0.03922	0.03571
combined_tox21-are-bla-p1_200	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	128,48,21,11,5,3,2	734,410,214,137,76,56,39	872	218	2.33888	0.51682	3.64411	0.54671	0.02409	0.50193	0.0028	0.01053	0.00909	2.34311	0.51728	3.65167	0.48986	0.04498	0.5	0	0	0
combined_tox21-are-bla-p1_200	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	133,53,26,13,4,3,3	829,473,273,173,62,53,58	872	218	2.32272	0.50491	3.63561	0.56887	0.02702	0.50918	0.0073	0.04124	0.02609	2.34858	0.52309	3.65097	0.47935	0.04505	0.51064	0.01	0.04167	0.03846
combined_tox21-are-bla-p1_200	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	137,60,29,13,4,3,2	745,485,299,166,62,55,38	872	218	2.31025	0.49748	3.62555	0.5734	0.02826	0.55313	0.01772	0.20721	0.05316	2.36643	0.53686	3.65913	0.54044	0.04332	0.50479	0.01369	0.04	0.03704
combined_tox21-are-bla-p1_200	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	130,64,32,17,5,3,2	682,534,333,216,73,54,40	872	218	2.29906	0.48799	3.62214	0.59769	0.02561	0.57028	0.02025	0.25974	0.05619	2.42734	0.58021	3.69425	0.47263	0.05068	0.49602	0.01689	0.03774	0.03448
combined_tox21-are-bla-p1_200	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	200	176,75,36,18,6,4,3	992,632,371,230,90,72,58	872	218	2.31431	0.49663	3.63535	0.56668	0.0288	0.5524	0.01798	0.20628	0.05349	2.35451	0.52876	3.65152	0.5107	0.04806	0.50771	0.01204	0.04082	0.03846
combined_tox21-are-bla-p1_300	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	50,14,4,1,1,1,1	366,134,43,15,19,20,20	872	218	2.33651	0.51611	3.6408	0.54872	0.02003	0.5	0	0	0	2.3284	0.51392	3.62897	0.52227	0.0444	0.5	0	0	0
combined_tox21-are-bla-p1_300	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	50,21,9,5,2,2,1	335,211,96,62,28,35,20	872	218	2.34089	0.51843	3.64492	0.53483	0.01882	0.5	0	0	0	2.34832	0.52114	3.65437	0.52762	0.03862	0.5	0	0	0
combined_tox21-are-bla-p1_300	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	300	56,26,10,5,2,1	236,195,102,59,30,20	872	218	2.08064	0.51942	3.12244	0.53561	0.0209	0.5	0	0	0	2.08696	0.52149	3.13095	0.49129	0.03629	0.5	0	0	0
combined_tox21-are-bla-p1_300	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	64,34,19,10,2,2,1	378,295,201,120,25,33,20	872	218	2.3039	0.49801	3.61178	0.59413	0.0243	0.5	0	0	0	2.38441	0.54532	3.67819	0.48215	0.05405	0.5	0	0	0
combined_tox21-are-bla-p1_300	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	100,35,13,6,3,3,2	674,337,137,76,46,53,39	872	218	2.33359	0.51426	3.63866	0.54754	0.02238	0.5	0	0	0	2.33412	0.51398	3.64027	0.52812	0.04346	0.5	0	0	0
combined_tox21-are-bla-p1_300	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	106,40,14,6,3,2,1	579,324,143,73,48,39,19	872	218	2.3124	0.50287	3.61905	0.57121	0.02275	0.52852	0.01284	0.11	0.04567	2.34947	0.52744	3.64406	0.54131	0.04281	0.51543	0.02225	0.07843	0.06897
combined_tox21-are-bla-p1_300	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	113,47,23,11,3,3,2	705,410,239,134,42,51,38	872	218	2.30024	0.49074	3.619	0.57945	0.02714	0.56231	0.01893	0.23684	0.05443	2.37333	0.54154	3.66359	0.49732	0.05353	0.50373	0.02381	0.07273	0.0625
combined_tox21-are-bla-p1_300	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	106,47,19,10,4,3,1	569,403,197,121,57,55,20	872	218	2.33855	0.5177	3.6417	0.55654	0.02253	0.5	0	0	0	2.3453	0.51853	3.65355	0.52159	0.03921	0.5	0	0	0
combined_tox21-are-bla-p1_300	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	112,54,28,15,4,4,2	689,490,297,181,52,67,40	872	218	2.30048	0.48971	3.62155	0.59546	0.02605	0.56304	0.0193	0.23789	0.05665	2.42246	0.58276	3.67942	0.47406	0.04999	0.50373	0.02353	0.07273	0.0625
